100
0.000000e+00	4.260000e+02
1.000000e-01	2.956000e+03
2.000000e-01	8.882000e+03
3.000000e-01	2.218400e+04
4.000000e-01	4.400900e+04
5.000000e-01	7.289700e+04
6.000000e-01	1.060870e+05
7.000000e-01	1.361950e+05
8.000000e-01	1.554430e+05
9.000000e-01	1.622420e+05
1.000000e+00	1.542900e+05
1.100000e+00	1.373260e+05
1.200000e+00	1.159790e+05
1.300000e+00	9.453200e+04
1.400000e+00	7.581400e+04
1.500000e+00	5.988800e+04
1.600000e+00	4.816500e+04
1.700000e+00	3.870500e+04
1.800000e+00	3.222700e+04
1.900000e+00	2.712500e+04
2.000000e+00	2.370100e+04
2.100000e+00	2.113000e+04
2.200000e+00	1.864700e+04
2.300000e+00	1.683300e+04
2.400000e+00	1.546500e+04
2.500000e+00	1.351900e+04
2.600000e+00	1.222900e+04
2.700000e+00	1.034400e+04
2.800000e+00	8.977000e+03
2.900000e+00	7.774000e+03
3.000000e+00	6.724000e+03
3.100000e+00	5.835000e+03
3.200000e+00	4.951000e+03
3.300000e+00	4.476000e+03
3.400000e+00	3.932000e+03
3.500000e+00	3.466000e+03
3.600000e+00	3.130000e+03
3.700000e+00	2.755000e+03
3.800000e+00	2.498000e+03
3.900000e+00	2.278000e+03
4.000000e+00	2.146000e+03
4.100000e+00	2.057000e+03
4.200000e+00	1.834000e+03
4.300000e+00	1.593000e+03
4.400000e+00	1.504000e+03
4.500000e+00	1.358000e+03
4.600000e+00	1.359000e+03
4.700000e+00	1.258000e+03
4.800000e+00	1.183000e+03
4.900000e+00	1.071000e+03
5.000000e+00	1.064000e+03
5.100000e+00	9.810000e+02
5.200000e+00	9.710000e+02
5.300000e+00	8.870000e+02
5.400000e+00	8.030000e+02
5.500000e+00	8.350000e+02
5.600000e+00	7.720000e+02
5.700000e+00	7.640000e+02
5.800000e+00	7.210000e+02
5.900000e+00	6.240000e+02
6.000000e+00	5.970000e+02
6.100000e+00	5.680000e+02
6.200000e+00	5.800000e+02
6.300000e+00	5.260000e+02
6.400000e+00	5.370000e+02
6.500000e+00	5.230000e+02
6.600000e+00	4.970000e+02
6.700000e+00	4.980000e+02
6.800000e+00	4.320000e+02
6.900000e+00	4.130000e+02
7.000000e+00	4.240000e+02
7.100000e+00	4.270000e+02
7.200000e+00	4.060000e+02
7.300000e+00	3.850000e+02
7.400000e+00	3.950000e+02
7.500000e+00	3.490000e+02
7.600000e+00	3.680000e+02
7.700000e+00	3.340000e+02
7.800000e+00	3.340000e+02
7.900000e+00	3.070000e+02
8.000000e+00	3.070000e+02
8.100000e+00	3.150000e+02
8.200000e+00	3.070000e+02
8.300000e+00	2.640000e+02
8.400000e+00	3.110000e+02
8.500000e+00	2.330000e+02
8.600000e+00	2.890000e+02
8.700000e+00	2.560000e+02
8.800000e+00	2.560000e+02
8.900000e+00	2.610000e+02
9.000000e+00	2.150000e+02
9.100000e+00	2.440000e+02
9.200000e+00	2.330000e+02
9.300000e+00	2.350000e+02
9.400000e+00	1.930000e+02
9.500000e+00	1.990000e+02
9.600000e+00	2.040000e+02
9.700000e+00	2.200000e+02
9.800000e+00	1.560000e+02
9.900000e+00	1.810000e+02
